Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Type_L,Type_M,Temp_diff,Power,Wear_per_speed
300.3,309.6,1624,32.6,175,0,True,False,9.300000000000011,52942.4,0.1076923076923077
300.3,309.6,1600,34.6,177,0,True,False,9.300000000000011,55360.0,0.11055590256089944
300.3,309.6,1468,44.7,179,0,True,False,9.300000000000011,65619.6,0.12185159972770593
300.3,309.6,1435,45.4,181,0,True,False,9.300000000000011,65149.0,0.12604456824512536
300.2,309.5,1564,33.4,183,0,False,True,9.300000000000011,52237.6,0.11693290734824281
300.2,309.4,1329,53.6,186,0,False,True,9.199999999999989,71234.40000000001,0.13984962406015036
300.1,309.3,1570,36.8,189,0,True,False,9.199999999999989,57775.99999999999,0.12030553787396563
300.2,309.4,1433,48.8,191,0,False,True,9.199999999999989,69930.4,0.13319386331938632
300.2,309.4,1527,37.0,194,0,True,False,9.199999999999989,56499.0,0.12696335078534032
300.1,309.3,1443,50.3,196,0,False,True,9.199999999999989,72582.9,0.13573407202216067
300.1,309.3,1616,32.0,199,0,True,False,9.199999999999989,51712.0,0.12306740878169449
300.1,309.3,1654,31.0,201,0,True,False,9.199999999999989,51274.0,0.12145015105740181
300.1,309.3,1685,27.1,203,0,True,False,9.199999999999989,45663.5,0.12040332147093713
300.2,309.4,1456,48.8,205,0,False,True,9.199999999999989,71052.8,0.14070006863417983
300.2,309.4,1752,27.8,208,0,False,True,9.199999999999989,48705.6,0.11865373645179692
300.1,309.2,1438,51.0,211,0,False,True,9.099999999999966,73338.0,0.14662960389159138
300.1,309.1,1551,33.7,214,0,True,False,9.0,52268.700000000004,0.13788659793814434
300.1,309.2,1599,30.1,216,0,True,False,9.099999999999966,48129.9,0.135
300.1,309.2,1732,33.7,218,0,False,True,9.099999999999966,58368.4,0.1257934218118869
300.1,309.2,1418,39.8,221,0,False,True,9.099999999999966,56436.399999999994,0.15574348132487667
300.0,309.1,1401,44.5,0,0,True,False,9.100000000000023,62344.5,0.0
300.0,309.0,1454,51.7,2,0,True,False,9.0,75171.8,0.0013745704467353953
300.0,309.2,1635,32.4,4,0,False,True,9.199999999999989,52974.0,0.0024449877750611247
300.0,309.1,1489,40.3,7,0,True,False,9.100000000000023,60006.7,0.004697986577181208
300.0,309.1,1465,40.6,9,0,True,False,9.100000000000023,59479.0,0.006139154160982265
300.0,309.1,1463,45.7,11,0,False,True,9.100000000000023,66859.1,0.007513661202185792
300.1,309.1,1560,35.4,14,0,False,False,9.0,55224.0,0.008968609865470852
300.1,309.2,1454,44.4,19,0,False,True,9.099999999999966,64557.6,0.013058419243986255
300.2,309.1,1479,47.0,22,0,True,False,8.900000000000034,69513.0,0.014864864864864866
300.2,309.2,1430,43.4,24,0,True,False,9.0,62062.0,0.016771488469601678
300.1,309.1,1533,38.0,26,0,False,True,9.0,58254.0,0.01694915254237288
300.1,309.0,1404,54.8,29,0,True,False,8.899999999999977,76939.2,0.020640569395017794
300.1,308.9,1548,38.4,31,0,False,True,8.799999999999955,59443.2,0.020012911555842477
300.1,309.0,1612,33.0,34,0,False,True,8.899999999999977,53196.0,0.021078735275883446
300.2,309.0,1642,31.2,37,0,False,True,8.800000000000011,51230.4,0.02251978088861838
300.2,309.1,1406,42.2,40,0,False,True,8.900000000000034,59333.200000000004,0.028429282160625444
300.3,309.2,1587,31.4,43,0,True,False,8.899999999999977,49831.799999999996,0.02707808564231738
300.3,309.2,1364,47.6,45,0,False,True,8.899999999999977,64926.4,0.03296703296703297
300.3,309.2,1462,51.4,48,0,True,False,8.899999999999977,75146.8,0.032809295967190705
300.3,309.2,1649,32.4,50,0,True,False,8.899999999999977,53427.6,0.030303030303030304
300.4,309.2,1752,29.0,52,0,True,False,8.800000000000011,50808.0,0.02966343411294923
300.4,309.3,1396,51.2,54,0,False,False,8.900000000000034,71475.2,0.03865425912670007
300.5,309.4,2179,16.3,59,0,False,True,8.899999999999977,35517.700000000004,0.02706422018348624
300.5,309.5,1653,27.6,62,0,True,False,9.0,45622.8,0.037484885126964934
300.6,309.5,2025,21.4,64,0,True,False,8.899999999999977,43335.0,0.0315893385982231
300.6,309.6,1426,53.6,66,0,True,False,9.0,76433.6,0.046250875963559916
300.6,309.6,1503,38.4,68,0,False,True,9.0,57715.2,0.04521276595744681
300.7,309.6,1525,36.5,71,0,False,True,8.900000000000034,55662.5,0.04652686762778506
300.6,309.6,1423,49.1,74,0,True,False,9.0,69869.3,0.05196629213483146
300.7,309.7,1435,44.7,76,0,False,True,9.0,64144.50000000001,0.052924791086350974
300.6,309.5,1495,36.5,79,0,False,False,8.899999999999977,54567.5,0.052807486631016046
300.6,309.5,1557,33.8,84,0,False,True,8.899999999999977,52626.6,0.05391527599486521
300.6,309.4,1474,40.7,87,0,True,False,8.799999999999955,59991.8,0.05898305084745763
300.5,309.3,1465,46.0,89,0,True,False,8.800000000000011,67390.0,0.06070941336971351
300.5,309.3,1589,34.9,91,0,False,True,8.800000000000011,55456.1,0.057232704402515724
300.5,309.3,1475,46.8,94,0,True,False,8.800000000000011,69030.0,0.06368563685636856
300.6,309.4,1442,43.2,96,0,True,False,8.799999999999955,62294.4,0.06652806652806653
300.6,309.4,1556,36.0,98,0,True,False,8.799999999999955,56016.0,0.06294155427103404
300.7,309.3,1425,45.3,100,0,True,False,8.600000000000023,64552.49999999999,0.07012622720897616
300.7,309.3,1580,38.3,102,0,True,False,8.600000000000023,60513.99999999999,0.06451612903225806
300.8,309.4,1474,40.7,104,0,False,False,8.599999999999966,59991.8,0.07050847457627119
300.8,309.4,1489,38.4,109,0,True,False,8.599999999999966,57177.6,0.07315436241610739
300.8,309.4,1946,20.5,111,0,True,False,8.599999999999966,39893.0,0.05701078582434515
300.8,309.4,1342,62.4,113,1,False,True,8.599999999999966,83740.8,0.08413998510796723
300.9,309.5,1758,26.8,116,0,False,True,8.600000000000023,47114.4,0.06594656054576464
300.9,309.4,1724,25.6,119,0,False,True,8.5,44134.4,0.06898550724637681
301.0,309.5,1430,48.5,122,0,True,False,8.5,69355.0,0.08525506638714186
300.9,309.5,1612,35.2,124,0,True,False,8.600000000000023,56742.4,0.07687538747675139
300.9,309.5,1469,43.4,126,0,False,False,8.600000000000023,63754.6,0.08571428571428572
300.9,309.6,1384,42.4,131,0,True,False,8.700000000000045,58681.6,0.09458483754512635
301.0,309.6,1724,28.1,133,0,True,False,8.600000000000023,48444.4,0.07710144927536232
301.0,309.6,1397,48.0,135,0,False,True,8.600000000000023,67056.0,0.09656652360515021
301.0,309.6,1588,32.7,138,0,False,True,8.600000000000023,51927.600000000006,0.0868470736312146
301.0,309.7,1468,42.0,141,0,True,False,8.699999999999989,61656.0,0.09598366235534377
301.0,309.8,1594,31.1,143,0,False,True,8.800000000000011,49573.4,0.0896551724137931
301.0,309.7,1511,39.3,146,0,False,True,8.699999999999989,59382.299999999996,0.09656084656084656
301.1,309.8,1493,38.9,149,0,True,False,8.699999999999989,58077.7,0.0997322623828648
301.2,309.8,1709,27.0,151,0,False,False,8.600000000000023,46143.0,0.08830409356725147
301.1,309.6,1501,36.1,156,0,True,False,8.5,54186.1,0.10386151797603196
301.1,309.7,1668,30.8,158,0,True,False,8.599999999999966,51374.4,0.09466746554823248
301.1,309.6,1502,48.9,160,0,True,False,8.5,73447.8,0.10645375914836992
301.0,309.7,1288,58.4,162,0,False,True,8.699999999999989,75219.2,0.1256788207913111
301.0,309.7,1491,42.9,165,0,True,False,8.699999999999989,63963.9,0.11058981233243968
301.1,309.8,1519,39.6,167,0,True,False,8.699999999999989,60152.4,0.10986842105263157
301.2,309.9,1984,19.7,169,0,True,False,8.699999999999989,39084.799999999996,0.08513853904282116
301.2,309.9,1643,32.9,171,0,True,False,8.699999999999989,54054.7,0.10401459854014598
301.2,310.0,1625,31.6,173,0,False,True,8.800000000000011,51350.0,0.10639606396063961
301.3,310.0,2068,17.8,176,0,False,True,8.699999999999989,36810.4,0.08506524891251813
301.3,310.1,1469,39.7,179,0,False,False,8.800000000000011,58319.3,0.12176870748299319
301.3,310.1,1558,36.3,184,0,True,False,8.800000000000011,56555.399999999994,0.11802437459910199
301.3,310.0,1344,54.8,186,0,True,False,8.699999999999989,73651.2,0.1382899628252788
301.3,310.1,1455,44.1,188,0,False,False,8.800000000000011,64165.5,0.12912087912087913
301.3,310.1,1355,53.6,193,0,True,False,8.800000000000011,72628.0,0.14233038348082597
301.3,310.1,1269,56.8,195,1,True,False,8.800000000000011,72079.2,0.15354330708661418
301.3,310.0,1550,41.5,197,0,True,False,8.699999999999989,64325.0,0.1270148291424887
301.3,310.1,1525,37.8,199,0,False,True,8.800000000000011,57644.99999999999,0.13040629095674966
301.3,310.0,1696,32.4,202,0,False,True,8.699999999999989,54950.399999999994,0.11903358868591632
301.4,310.1,1937,21.8,205,0,True,False,8.700000000000045,42226.6,0.10577915376676987
301.4,310.0,1689,32.1,207,0,False,True,8.600000000000023,54216.9,0.12248520710059171
301.3,310.0,1593,30.8,210,0,False,True,8.699999999999989,49064.4,0.13174404015056462
301.3,309.9,1565,36.0,213,0,False,True,8.599999999999966,56340.0,0.1360153256704981
301.3,310.0,1665,31.4,0,0,True,False,8.699999999999989,52281.0,0.0
301.3,310.0,1532,36.3,2,0,False,False,8.699999999999989,55611.6,0.001304631441617743
301.3,310.0,1438,40.9,7,0,True,False,8.699999999999989,58814.2,0.004864489228630994
301.3,310.1,1531,41.6,9,0,True,False,8.800000000000011,63689.6,0.00587467362924282
301.3,310.0,1506,40.8,11,0,True,False,8.699999999999989,61444.799999999996,0.0072992700729927005
301.2,309.9,1382,52.4,13,0,True,False,8.699999999999989,72416.8,0.009399855386840203
301.2,309.9,1456,50.8,15,0,False,True,8.699999999999989,73964.8,0.01029512697323267
301.2,310.0,1445,45.6,18,0,False,True,8.800000000000011,65892.0,0.012448132780082987
301.2,309.9,1515,40.9,21,0,True,False,8.699999999999989,61963.5,0.013852242744063324
301.2,309.9,1449,45.5,23,0,True,False,8.699999999999989,65929.5,0.015862068965517243
301.2,309.9,1362,50.7,25,0,False,False,8.699999999999989,69053.40000000001,0.018341892883345562
301.2,309.9,1687,29.7,30,0,True,False,8.699999999999989,50103.9,0.017772511848341232
301.2,310.0,1618,37.6,32,0,True,False,8.800000000000011,60836.8,0.019765287214329835
301.2,310.1,1558,32.6,34,0,False,True,8.900000000000034,50790.8,0.021808851828094934
301.3,310.1,1662,31.0,37,0,True,False,8.800000000000011,51522.0,0.022248947684906796
301.2,310.1,1295,56.6,39,0,False,True,8.900000000000034,73297.0,0.03009259259259259
301.2,310.2,1385,42.3,42,0,True,False,9.0,58585.49999999999,0.030303030303030304
301.2,310.1,1479,45.5,44,0,False,True,8.900000000000034,67294.5,0.02972972972972973
301.3,310.3,1400,44.3,47,0,True,False,9.0,62019.99999999999,0.03354746609564597
301.2,310.3,1357,54.5,49,0,False,True,9.100000000000023,73956.5,0.03608247422680412
301.1,310.2,1657,34.1,52,0,True,False,9.099999999999966,56503.700000000004,0.031363088057901084
301.1,310.2,1496,43.4,54,0,True,False,9.099999999999966,64926.4,0.036072144288577156
301.2,310.3,1379,43.2,56,0,False,True,9.100000000000023,59572.8,0.04057971014492753
301.2,310.3,1548,38.6,59,0,True,False,9.100000000000023,59752.8,0.03808908973531311
301.2,310.3,1499,38.1,61,0,True,False,9.100000000000023,57111.9,0.04066666666666666
301.3,310.5,1390,45.8,63,0,True,False,9.199999999999989,63661.99999999999,0.04529115744069015
301.3,310.4,1538,38.4,65,0,False,False,9.099999999999966,59059.2,0.04223521767381416
301.3,310.5,1365,47.7,70,0,True,False,9.199999999999989,65110.50000000001,0.05124450951683748
301.3,310.5,1503,48.6,72,0,True,False,9.199999999999989,73045.8,0.047872340425531915
301.2,310.4,1390,49.9,74,0,True,False,9.199999999999989,69361.0,0.053199137311286844
301.2,310.3,1497,45.7,76,0,True,False,9.100000000000023,68412.90000000001,0.050734312416555405
301.3,310.4,1577,48.3,78,0,False,True,9.099999999999966,76169.09999999999,0.049429657794676805
301.4,310.5,1432,54.3,81,0,True,False,9.100000000000023,77757.59999999999,0.056524773203070484
301.4,310.5,1563,39.9,83,0,False,True,9.100000000000023,62363.7,0.053069053708439895
301.4,310.4,1433,43.4,86,0,True,False,9.0,62192.2,0.0599721059972106
301.3,310.4,1384,50.1,88,0,True,False,9.099999999999966,69338.40000000001,0.06353790613718412
301.3,310.4,1346,46.7,90,0,True,False,9.099999999999966,62858.200000000004,0.066815144766147
301.3,310.4,1459,44.7,92,0,True,False,9.099999999999966,65217.3,0.06301369863013699
301.4,310.4,1639,28.9,94,0,True,False,9.0,47367.1,0.05731707317073171
301.4,310.4,1737,31.9,96,0,True,False,9.0,55410.299999999996,0.05523590333716916
301.4,310.5,1489,43.5,98,0,True,False,9.100000000000023,64771.5,0.06577181208053691
301.5,310.6,1492,43.0,100,0,False,True,9.100000000000023,64156.0,0.06697923643670463
301.4,310.5,1217,60.6,103,0,False,True,9.100000000000023,73750.2,0.08456486042692939
301.5,310.5,1636,28.7,106,0,True,False,9.0,46953.2,0.064752596212584
301.4,310.4,1436,49.7,108,0,True,False,9.0,71369.2,0.07515657620041753
301.4,310.4,1689,30.6,110,0,True,False,9.0,51683.4,0.0650887573964497
301.5,310.5,2289,16.4,112,0,True,False,9.0,37539.6,0.04890829694323144
301.5,310.6,1522,41.0,114,0,True,False,9.100000000000023,62402.0,0.07485226526592252
301.5,310.5,1351,52.9,116,0,True,False,9.0,71467.9,0.08579881656804733
301.5,310.5,1589,36.7,118,0,True,False,9.0,58316.3,0.07421383647798742
301.5,310.6,1578,34.1,120,0,True,False,9.100000000000023,53809.8,0.0759974667511083
301.5,310.6,1587,33.7,122,0,True,False,9.100000000000023,53481.9,0.07682619647355164
301.5,310.6,1962,20.2,124,0,True,False,9.100000000000023,39632.4,0.06316861946001019
301.5,310.6,2432,14.2,126,0,False,True,9.100000000000023,34534.4,0.051787916152897656
301.6,310.6,1418,43.9,129,0,True,False,9.0,62250.2,0.09090909090909091
301.6,310.7,1683,29.7,131,0,True,False,9.099999999999966,49985.1,0.07779097387173396
301.7,310.8,1385,50.7,133,0,True,False,9.100000000000023,70219.5,0.09595959595959595
301.7,310.8,1559,44.5,135,0,True,False,9.100000000000023,69375.5,0.08653846153846154
301.7,310.8,1671,31.6,137,0,False,True,9.100000000000023,52803.600000000006,0.0819377990430622
301.6,310.8,1343,49.5,140,0,False,True,9.199999999999989,66478.5,0.10416666666666667
301.6,310.8,1548,34.2,143,0,False,True,9.199999999999989,52941.600000000006,0.09231762427372499
301.7,310.9,1705,31.2,146,0,True,False,9.199999999999989,53196.0,0.08558030480656506
301.6,310.8,1535,35.4,148,0,True,False,9.199999999999989,54339.0,0.09635416666666667
301.6,310.8,1564,34.1,150,0,True,False,9.199999999999989,53332.4,0.09584664536741214
301.6,310.9,1510,40.9,152,0,False,True,9.299999999999955,61759.0,0.10059563203176704
301.6,310.9,1492,45.2,155,0,True,False,9.299999999999955,67438.40000000001,0.10381781647689216
301.5,310.8,1452,44.1,157,0,False,True,9.300000000000011,64033.200000000004,0.10805230557467309
301.4,310.7,1329,52.0,160,0,False,False,9.300000000000011,69108.0,0.12030075187969924
301.5,310.8,1382,52.4,165,0,True,False,9.300000000000011,72416.8,0.1193058568329718
301.5,310.8,1628,36.4,167,0,False,True,9.300000000000011,59259.2,0.10251688152240639
301.4,310.7,1706,27.9,170,0,True,False,9.300000000000011,47597.399999999994,0.09958992384299942
301.3,310.7,1594,34.1,172,0,True,False,9.399999999999977,54355.4,0.10783699059561129
301.3,310.7,1761,24.3,174,0,True,False,9.399999999999977,42792.3,0.09875141884222474
301.3,310.6,1529,41.8,176,0,True,False,9.300000000000011,63912.2,0.11503267973856209
301.3,310.7,1532,40.7,178,0,False,True,9.399999999999977,62352.4,0.11611219830397912
301.4,310.7,1673,27.8,181,0,True,False,9.300000000000011,46509.4,0.1081242532855436
301.4,310.8,1285,62.6,183,1,True,False,9.400000000000034,80441.0,0.1423017107309487
301.4,310.8,1680,31.4,185,0,True,False,9.400000000000034,52752.0,0.11005353955978585
301.4,310.8,1610,34.6,187,0,True,False,9.400000000000034,55706.0,0.11607697082557418
301.6,310.9,1632,31.6,189,0,True,False,9.299999999999955,51571.200000000004,0.1157379056950398
301.6,310.9,1559,40.2,191,0,True,False,9.299999999999955,62671.8,0.12243589743589743
301.5,310.8,1367,49.0,193,0,True,False,9.300000000000011,66983.0,0.14108187134502925
301.6,310.8,1355,57.8,195,1,True,False,9.199999999999989,78319.0,0.14380530973451328
301.6,310.7,1414,51.7,197,0,False,False,9.099999999999966,73103.8,0.1392226148409894
301.5,310.6,1522,36.6,202,0,True,False,9.100000000000023,55705.200000000004,0.13263296126066973
301.5,310.6,1525,41.9,204,0,True,False,9.100000000000023,63897.5,0.13368283093053734
301.5,310.6,1394,46.5,206,0,True,False,9.100000000000023,64821.0,0.14767025089605734
301.5,310.6,1519,40.7,208,0,True,False,9.100000000000023,61823.3,0.1368421052631579
301.4,310.6,1445,43.9,210,0,True,False,9.200000000000045,63435.5,0.14522821576763487
301.4,310.6,1555,43.3,212,0,True,False,9.200000000000045,67331.5,0.13624678663239073
301.4,310.5,1633,39.5,0,0,True,False,9.100000000000023,64503.5,0.0
301.4,310.6,1630,30.3,2,0,False,True,9.200000000000045,49389.0,0.001226241569589209
301.4,310.7,1692,32.3,5,0,False,True,9.300000000000011,54651.6,0.0029533372711163615
301.5,310.7,1790,26.2,8,0,False,False,9.199999999999989,46898.0,0.00446677833612507
301.5,310.8,1350,58.5,13,0,True,False,9.300000000000011,78975.0,0.009622501850481125
301.5,310.9,2760,8.0,15,1,True,False,9.399999999999977,22080.0,0.005432814197754437
301.4,310.7,1584,32.2,17,0,True,False,9.300000000000011,51004.8,0.010725552050473186
301.4,310.7,1989,21.8,19,0,True,False,9.300000000000011,43360.200000000004,0.009547738693467337
301.4,310.8,1431,44.3,21,0,True,False,9.400000000000034,63393.299999999996,0.014664804469273743
301.4,310.7,1568,35.2,23,0,True,False,9.300000000000011,55193.600000000006,0.014659018483110261
301.4,310.7,1376,50.6,25,0,True,False,9.300000000000011,69625.6,0.01815541031227306
301.4,310.6,1459,46.9,27,0,False,True,9.200000000000045,68427.09999999999,0.018493150684931507
301.5,310.8,1385,47.5,30,0,False,True,9.300000000000011,65787.5,0.021645021645021644
301.5,310.8,1591,29.6,33,0,False,False,9.300000000000011,47093.600000000006,0.0207286432160804
301.5,310.7,1568,33.1,38,0,True,False,9.199999999999989,51900.8,0.024219247928616953
301.4,310.7,1459,37.7,40,0,False,True,9.300000000000011,55004.3,0.0273972602739726
301.4,310.7,1590,36.3,43,0,True,False,9.300000000000011,57716.99999999999,0.02702702702702703
301.3,310.6,1376,47.6,45,0,True,False,9.300000000000011,65497.6,0.032679738562091505
301.3,310.6,1510,38.5,47,0,True,False,9.300000000000011,58135.0,0.031105228325612178
301.4,310.6,1674,33.6,49,0,False,False,9.200000000000045,56246.4,0.029253731343283584
301.3,310.6,1426,40.7,54,0,True,False,9.300000000000011,58038.200000000004,0.0378416257883672
301.5,310.7,1466,43.6,56,0,True,False,9.199999999999989,63917.6,0.038173142467621
301.5,310.8,1474,38.7,58,0,False,False,9.300000000000011,57043.8,0.03932203389830508
301.6,310.8,1290,65.3,63,0,False,True,9.199999999999989,84237.0,0.048799380325329204
301.7,310.9,1435,48.0,66,0,False,True,9.199999999999989,68880.0,0.04596100278551532
301.5,310.7,1416,53.2,69,0,False,True,9.199999999999989,75331.2,0.048694424841213835
301.5,310.7,1599,40.4,72,0,False,False,9.199999999999989,64599.6,0.045
301.5,310.7,1466,47.3,77,0,True,False,9.199999999999989,69341.8,0.05248807089297887
301.5,310.7,1408,47.3,79,0,True,False,9.199999999999989,66598.4,0.056068133427963095
301.5,310.6,1490,48.1,81,0,True,False,9.100000000000023,71669.0,0.05432595573440644
301.5,310.6,1405,42.3,83,0,True,False,9.100000000000023,59431.49999999999,0.05903271692745377
